Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Lat,Lon,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1265357,Closed,Internet,2016-03-22,3:30 PM,Street,Gratiot Ave & Bell Ave,Eastpointe,MI,48021,42.4755658,-82.9506019,Macomb,558508,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,65,,,,,,,,Green,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1244929,Closed,Internet,2015-02-27,12:00 AM,Street,Green St,Reading,PA,19604,40.3428391,-75.9159647,Berks,527744,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,,,Ran Away,,0,0,0,0,-1,Parents Sent
Attempted Abduction,1250367,Closed,Internet,2015-06-11,12:00 AM,School - Facility,Greenbrook Pkwy & Blanton Dr,Austin,TX,78723,30.3057264,-97.6911271,Travis,536457,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,36,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1263320,Closed,Internet,2016-02-18,12:00 AM,Street,Greenway Dr & Valley Creek Rd,Elizabethtown,KY,42701,37.6738323,-85.8386117,Hardin,555664,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,37,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1278212,Closed,Internet,2016-10-03,7:30 AM,Street,Greenwood Ave N,Seattle,WA,98133,47.714941,-122.3555318,King,576362,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,30-40,,,,,White,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1234995,Closed,Internet,2014-06-30,12:00 AM,Street,Greenwood Ln,Godfrey,IL,62035,38.929147,-90.198343,Madison,513024,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,34,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1189228,Closed,Internet,2012-02-15,5:00 PM,Street,Guilford Rd,Naples,FL,34112,26.1174523,-81.7618135,Collier,457434,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Black,,,,,,40-50,,,Truck,,Black,,Other,Pedaled Away,0,0,0,0,-1,None
Attempted Abduction,1205972,Closed,Internet,2012-11-05,12:00 AM,Street,Guinea Ln & Turkey Trot Ln,Warwick,PA,18929,40.2544006,-75.1131119,Bucks,475751,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ignored/Refused,,0,0,0,0,-1,Unknown
Attempted Abduction,1196613,Closed,Internet,2012-05-23,12:00 AM,Street,Hale Way & Falcon St,White City,OR,97503,42.4347067,-122.8371947,Jackson,465474,,,,,,White,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,40,,,Van,,,,Ignored/Refused,,0,0,0,0,-1,Unknown
Attempted Abduction,1243654,Closed,Internet,2015-01-27,12:00 AM,Street,Hallmark Rd,St Robert,MO,65584,37.827714,-92.130105,Pulaski,525777,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1260561,Closed,Internet,2015-12-27,11:35 AM,Street,Hamburg St & O'Connell St,Buffalo,NY,14210,42.867212,-78.8594756,Erie,551614,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,White,,Ignored/Refused,The child also yelled,0,0,-1,0,-1,Conversation
Attempted Abduction,1250391,Closed,Internet,2015-06-22,8:30 AM,Street,Hammett Ave & Tyler Ave,Radford,VA,24141,37.1328623,-80.5504654,Radford,536493,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-25,,,"Sedan, 4 door",,Blue,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1247985,Closed,Internet,2015-05-05,4:20 PM,School - Facility,Hampshire Rd & Steerforth Rd,Wilmington Island,GA,31410,31.996365,-80.9815682,Chatham,532799,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,Sport Utility,,,,Fought/Broke Free,The child kicked the suspect,0,0,0,0,-1,None
Attempted Abduction,1255163,Closed,Internet,2015-09-21,8:00 PM,Street,Harbins Road & SR 316,Dacula,GA,30019,33.973739,-83.8915173,Gwinnett,544166,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,Dark,,Other,Rode away,0,0,0,0,-1,None
Attempted Abduction,1207284,Closed,Internet,2012-11-20,12:00 AM,Street,Harbison Av & E 20th St,National City,CA,91950,32.6914498,-117.0786621,San Diego,477187,,,,,,Hispanic,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1198285,Closed,Internet,2012-05-10,12:00 AM,Street,Harbison St & Brighton Rd,Pittsburgh,PA,15212,40.478277,-80.0312094,Allegheny,467327,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,76,,,,,,Pickup Truck,,Silver,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1245556,Closed,Internet,2015-03-14,4:00 PM,Park,Harlan Dr,Redding,CA,96003,40.5965789,-122.4139938,Shasta,528781,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,25-29,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1206624,Closed,Internet,2012-11-07,8:10 AM,School - Bus Stop,Harmony Rd & Hedge Rd,Levittown,PA,19056,40.1693476,-74.8804171,Bucks,476476,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,White,,,,,,20,,,,,Red,,Other,Suspect drove away,0,0,0,0,-1,Directions
Attempted Abduction,1221246,Closed,Internet,2013-08-12,12:00 AM,Street,Harrison Ave & Walnut St,Clifton Heights,PA,19018,39.9307848,-75.297673,Delaware,493608,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,20,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1244040,Closed,Internet,2015-02-02,12:00 AM,Street,Harvard Rd,West Park,FL,33023,25.9754894,-80.2042563,Broward,526365,,,,,,Unknown,,,,,,Unknown,,,,,,2,,,,,,Male,,,Black,,,48,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1276806,Closed,Internet,2016-09-11,12:00 AM,Street,Hawk Trace Ct NE,Marietta,GA,30066,34.0722634,-84.4683683,Cobb,574519,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,,,,Unknown,42957,Unknown,,,White,,Ran Away,Broke free; Declined,0,0,0,0,-1,Question
Attempted Abduction,1198890,Closed,Internet,2012-07-05,12:00 AM,Street,Haycock Rd & falls Church Dr,Falls Church,VA,22043,38.8970268,-77.1880327,City of Falls Church,467990,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,,,,30,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1210099,Closed,Internet,2013-01-28,12:00 AM,Street,Heathrow St & Fairborn St,Hamilton,OH,45013,39.3970299,-84.6024004,Butler,480321,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1277738,Closed,Internet,2016-09-26,12:00 AM,Unknown,Heaton Ave & Edgar Ave,Dayton,OH,45410,39.745394,-84.1639754,Montgomery,575775,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1253475,Closed,Internet,2015-08-21,4:00 PM,Street,Helmer Rd,Belle Fourche,SD,57717,44.6286527,-103.8243292,Butte,541666,,,,,,White,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,40-49,,,Van,,White,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1197615,Closed,Internet,2012-06-24,7:45 PM,Home - Residence,Hemenway Pl & N Highland Dr,Oak Harbor,WA,98277,48.2992007,-122.6823584,Island,466594,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,,,,25-35,,,"Sedan, 4 door",,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1270772,Closed,Internet,2016-06-04,8:00 PM,Street,Hemlock St,Vacaville,CA,95688,38.3644532,-121.9987984,Solano,566156,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,Hispanic,,,33,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1193724,Closed,Internet,2012-04-20,12:00 AM,Street,Heritage Hills Pkwy & S Shadow Hill Cir,Lone Tree,CO,80124,39.5452057,-104.8776779,Douglas,462331,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,Male,,White,White,,58,57,,,,,Van,,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1246731,Closed,Internet,2015-04-07,2:45 PM,Street,Hermitage Ave SE,Huntsville,AL,35801,34.7271905,-86.5649672,Madison,530607,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,White,,,,,,50,,,,,Black,,Ignored/Refused,,-1,-1,0,-1,0,Conversation
Attempted Abduction,1280508,Closed,Internet,2016-10-31,4:53 PM,Street,Hickey Blvd & Firecrest Ave,Pacifica,CA,94044,37.6576147,-122.4790174,San Mateo,579431,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,41,,,,,,"Sedan, 4 door",,Black,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1213403,Closed,Internet,2013-03-22,12:00 AM,Street,Hickman Rd & 30th St,Des Moines,IA,50310,41.6149261,-93.6585536,Polk,484132,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-60,,,Truck,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1251894,Closed,Internet,2015-07-06,1:00 PM,Street,High St & Pierce St,Aurora,IL,60505,41.7677408,-88.3017124,Kane,539177,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,30-40,,,"Sedan, 4 door",,Gray,,Ran Away,Refused,0,0,0,0,-1,Conversation
Attempted Abduction,1192927,Closed,Internet,2012-04-16,11:00 PM,Street,Highway 100,New Haven,MO,63068,38.6008568,-91.2186231,Franklin,461468,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Maroon,,Fought/Broke Free,Ran Away,0,0,0,-1,0,
Attempted Abduction,1199915,Closed,Internet,2012-07-26,12:00 AM,Hotel / Motel,Highway 28,Mauston,WI,53948,43.7135735,-89.8983441,Juneau,469132,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Hispanic,,,44,,,,,,,,,,Ignored/Refused,,0,0,-1,0,0,
Attempted Abduction,1267185,Closed,Internet,2016-04-25,3:40 PM,Street,Hiller St & Biddulph Way,Belmont,CA,94002,37.5257306,-122.2743974,San Mateo,561099,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Hispanic,,,,,,45-49,,,Pickup Truck,,Brown,,Ran Away,,0,0,0,0,-1,Called over
Attempted Abduction,1239127,Closed,Internet,2014-10-10,12:00 AM,Street,Hillview Terr & S Adelaide,Fenton,MI,48430,42.7839052,-83.7065986,Genesee,519090,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1251722,Closed,Internet,2015-07-17,12:00 AM,Street,Hinesburg Rd,South Burlington,VT,5403,44.438514,-73.1574227,Chittenden,538894,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,"Sedan, 4 door",,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1273304,Closed,Internet,2016-07-21,12:00 AM,Retail - Food/Conv/Gas,Hitt Rd,Ammon,ID,83406,43.5251635,-111.9839044,Bonneville,569737,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Van,,Tan,,Other,The subjects drove away,0,0,0,0,-1,None
Attempted Abduction,1232563,Closed,Internet,2014-05-13,12:00 AM,Street,Hollow Valley & Timberland Blvd,Fort Worth,TX,76244,32.9507097,-97.2949296,Tarrant,509458,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-39,,,Pickup Truck,,,,Ran Away,,0,0,0,0,-1,Mother is sick
Attempted Abduction,1188430,Closed,Internet,2012-02-02,3:15 PM,Street,Holloway St & Missouri Ave,Rolla,MO,65401,37.9574461,-91.7619878,Phelps,456570,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,,,,20-29,,,"Sedan, 4 door",,Maroon,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1246325,Closed,Internet,2015-03-30,6:50 AM,Street,Hollyoak Dr & Chicory Dr,Houston,TX,77084,29.7955716,-95.6840517,Harris,529871,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,45-50,,,,,White,,Fought/Broke Free,The child also ran away,0,0,0,0,-1,Questions
Attempted Abduction,1190792,Closed,Internet,2012-02-26,12:00 AM,School - Bus Stop,Hollywood Rd & Johnson Rd,Atlanta,GA,30318,33.7796904,-84.4552516,Fulton,459164,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Black,,,,,,Unknown,,,,,Purple,,Fought/Broke Free,,0,0,0,0,-1,Conversation
Attempted Abduction,1228302,Closed,Internet,2014-02-03,4:40 PM,Street,Holman Rd & Bryant Dr,Stockton,CA,95212,38.0272075,-121.2697534,San Joaquin,503186,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Asian,,,,,,30-40,,,"Sedan, 4 door",,Gray,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1239139,Closed,Internet,2014-09-22,2:15 PM,Street,Holopapa St & Leleoi St,Ewa Beach,HI,96796,21.340451,-158.0222727,Honolulu,519106,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Pacific Islander,,,,,,23-27,,,,,,,Ran Away,,0,0,0,0,-1,Called her name
Attempted Abduction,1255762,Closed,Internet,2015-10-04,6:20 PM,Street,Homestead Ave & Melrose Ave,Albany,NY,12203,42.670315,-73.796944,Albany,544992,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,22,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1248287,Closed,Internet,2015-04-28,12:00 AM,Street,Hood St,Chambersburg,PA,17201,39.941912,-77.6631567,Franklin,533256,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,81,,,,,,,,White,,Ignored/Refused,,0,-1,0,-1,-1,Ice Cream
Attempted Abduction,1230999,Closed,Internet,2014-04-10,9:15 PM,Street,Hopkins Branch Way,Fredericksburg,VA,22406,38.3520684,-77.553999,Stafford,507144,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Hispanic,,,,,,30-40,,,Van,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1190781,Closed,Internet,2012-03-07,5:00 PM,Park,Horseshoe Lake,Roxbury Township,NJ,7876,40.8575804,-74.6338215,Morris,459151,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1276229,Closed,Internet,2016-09-06,12:00 AM,Street,Hudson St,Corpus Christi,TX,78416,27.7537821,-97.4274258,Nueces,573790,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Hispanic,,,25,,,,,,,,"Blue, Dark",,Other,The subject drove away,0,0,0,0,-1,None
Attempted Abduction,1190892,Closed,Internet,2012-03-05,7:20 AM,Street,Huey Ave & Brookfield Rd,Drexel Hill,PA,19026,39.9533501,-75.2855942,Delaware,459280,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,50-59,,,Van,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1210205,Closed,Internet,2013-01-29,7:25 AM,Street,Hughes Pl & Cypress Wy,Madison,WI,53713,43.0398691,-89.3973086,Dane,480431,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,68,,,,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1205264,Closed,Internet,2012-10-09,12:00 AM,Street,Hull St & Granville St,Newark,OH,43055,40.0639142,-82.4228155,Licking,474981,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1201095,Closed,Internet,2012-08-17,4:30 PM,Street,Hulls Ford Rd & Montana Rd,Taneyville,MO,65759,36.7286158,-93.0539777,Taney,470409,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Female,,,White,,,,,,Unknown,,,Van,,Blue,,Ran Away,,-1,0,0,-1,0,
Attempted Abduction,1225197,Closed,Internet,2013-11-07,4:10 PM,Street,Hurstview Dr & Springhill Dr,Hurst,TX,76054,32.8683981,-97.1777981,Tarrant,498649,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,40-50,,,Sport Utility,,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1245498,Closed,Internet,2015-03-10,12:00 AM,School - Bus Stop,Hwy 12 & Mill Creek Rd,Missoula,MT,59847,46.7536191,-114.2076659,Missoula,528704,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,22,,,,,,,,,,Unknown,,0,0,0,0,-1,Questions
Attempted Abduction,1245495,Closed,Internet,2015-03-12,12:00 AM,School - Bus Stop,Hwy 12 & Mill Creek Rd,Missoula,MT,59847,46.7536191,-114.2076659,Missoula,528699,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,22,,,,,,,,,,Other,The child quickly walked away,0,0,-1,0,0,
Attempted Abduction,1258388,Closed,Internet,2015-11-10,3:00 PM,School - Bus Stop,Hwy 223 S,Viola,AR,72583,36.3966603,-91.9820886,Fulton,548598,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,"Blue, Dark",,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1256101,Closed,Internet,2015-10-11,12:00 AM,Street,Hwy M,Ste. Genevieve,MO,63670,38.0007897,-90.1971077,Sainte Genevieve,545441,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Female,,,White,,,53,,,,,,Pickup Truck,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,Conversation; Impersonation
Attempted Abduction,1260959,Closed,Internet,2016-01-09,12:00 AM,Street,I-35,Oklahoma City,OK,,35.4593468,-97.4914719,Cleveland,552185,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,White,,,66,,,,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1202468,Closed,Internet,2012-09-08,2:00 PM,Street,I-70 Hwy and Blue Ridge Blvd,Kansas City,MO,64052,39.059103,-94.480943,Jackson,471910,,,,,,White,,,,,,Female,,,,,,1,,,,,,Male,,,Black,,,30,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1266801,Closed,Internet,2016-04-12,12:00 AM,Street,IN-29 & E Co Rd 100 N,Michigan Township,IN,46041,40.3011789,-86.3929314,Carroll,560562,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,31,,,,,,,,Black,,Ignored/Refused,The child returned home,0,0,-1,0,-1,Directions
Attempted Abduction,1191090,Closed,Internet,2012-03-06,12:00 AM,Parking Lot/Garage,Indian Lake Blvd,Hendersonville,TN,37075,36.3226585,-86.5983882,Sumner,459487,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,28,,,,,,Pickup Truck,,,,Fought/Broke Free,Ran Away,0,0,0,0,-1,Conversation
Attempted Abduction,1261947,Closed,Internet,2016-01-27,12:00 AM,Street,Inkster Rd & Leroy St,Taylor,MI,48180,42.1883433,-83.306244,Wayne,553637,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Green,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1195923,Closed,Internet,2012-05-09,12:00 AM,Street,Irwin Av & Eastegate St,Muskegon,MI,49442,43.2341813,-86.2483921,Muskegon,464716,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-60,,,"Sedan, 4 door",,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1207393,Closed,Internet,2012-11-25,11:30 AM,Street,Island Av & Duke St,Stowe,PA,15136,40.2525952,-75.677409,Montgomery,477310,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,51,,,,,,"Sedan, 4 door",,Red,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1191761,Closed,Internet,2012-01-31,7:50 AM,Street,Ivy Chase Lane,Norcross,GA,30092,33.9654539,-84.2605847,Gwinnett,460221,,,,,,Black,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,,,,33-36,,,"Sedan, 4 door",,Gold,,None,,0,0,0,0,-1,None
Attempted Abduction,1212666,Closed,Internet,2013-02-01,7:45 AM,Street,Ivy Dr & Windermere Av,Menlo Park,CA,94025,37.4760376,-122.1585079,San Mateo,483267,,,,,,Hispanic,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,30-39,,,Van,,White,,Ignored/Refused,,0,0,0,0,-1,Conversation
Attempted Abduction,1221924,Closed,Internet,2013-08-06,12:00 AM,Park,Jackson Ave & Boyd Ave,Takoma Park,MD,20912,38.9790387,-77.0012566,Montgomery,494082,,,,,,Black,,,,,,Female,,,,,,15,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1257494,Closed,Internet,2015-10-02,12:00 AM,Street,Jackson St & Linhart Ave,Fort Myers,FL,33901,26.6249859,-81.8661585,Lee,547335,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,White,,,,,,45-55,,,Pickup Truck,,Orange,,Other,Walked away,0,0,0,0,-1,None
Attempted Abduction,1225051,Closed,Internet,2013-11-04,7:22 PM,Home - Residence,Jade Ct & East St,Gulfport,MS,39503,30.4684084,-89.0837957,Harrison,498432,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Black,,,57,,,,,,,,,,Unknown,,0,0,0,0,-1,Sex
Attempted Abduction,1193311,Closed,Internet,2012-04-14,8:00 PM,Home - Residence,Jane Chapman Dr W,Wrightstown,PA,18940,40.2710992,-74.9785816,Bucks,461880,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,White,,,,,,30-39,,,Sport Utility,,Dark,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1238846,Closed,Internet,2014-09-08,8:22 AM,School - Bus Stop,Jane Randolph St,Forest,VA,24551,37.3314718,-79.2780441,Bedford,518637,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,White,,,48,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1259643,Closed,Internet,2015-12-14,12:00 AM,Street,Jefferson Rd & N 12th St,Newark,OH,43055,40.0719357,-82.4179398,Licking,550329,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,60-70,,,Van,,White,,Ran Away,Blew whistle; Screamed,0,0,0,-1,-1,Impersonation
Attempted Abduction,1222916,Closed,Internet,2013-09-02,12:00 AM,Street,Jefferson St & Nichols St,Baker,LA,70714,30.5905827,-91.1618469,East Baton Rouge Parish,495326,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Black,,,,,,Unknown,,,Sport Utility,,Silver,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1273940,Closed,Internet,2016-08-01,12:00 AM,Street,Jefferson St SW,Warren,OH,44485,41.2299015,-80.842015,Trumbull,570588,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,67,,,,,,Pickup Truck,,Gray,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1280096,Closed,Internet,2016-10-25,12:00 AM,School - Bus Stop,Jennifer Dr,Syracuse,NY,13212,43.1371488,-76.1633763,Onondaga,578908,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,29,,,,,,,,Black,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1276027,Closed,Internet,2016-09-01,12:00 AM,School - Bus Stop,Jenny Ct,Florence,KY,41042,39.0182338,-84.6567906,Boone,573532,,,,,,White,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Red,,Adult/Child Intervened,,0,0,0,0,-1,Waved
Attempted Abduction,1270475,Closed,Internet,2016-05-10,9:27 PM,Recreational - Other,Jerome Ave,Bronx,NY,10451,40.865589,-73.8988719,New York,565763,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,White,,,,,,30,,,Sport Utility,,Black,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1195929,Closed,Internet,2012-05-25,12:00 AM,Street,Johns Av & Moseley Av,Palatka,FL,32177,29.6491396,-81.6498493,Putnam,464724,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,Gold,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1248267,Closed,Internet,2015-05-11,6:00 PM,Street,Johnson Cir,Franklin,TN,37064,35.9146217,-86.8790752,Williamson,533229,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Black,,,57,,,,,,Truck,,,,Fought/Broke Free,Ran to a store nearby and called police,0,0,0,0,-1,Question
